"","LAT","LON","SPEED","COURSE","HEADING","DESTINATION","FLAG","LENGTH","SHIPNAME","SHIPTYPE","SHIP_ID","WIDTH","DWT","DATETIME","PORT","date","week_nb","ship_type","port","is_parked"
"1154680",57.78498,11.64227,25,337,511,"CLASS B","SE",12,"SEA WIND",9,322451,4,NA,"2016-12-16T15:19:05Z","gothenborg","2016-12-16",51,"Pleasure","gothenborg",0
"1651442",57.68229,11.64757,1,348,511,"CLASS B","SE",8,"MARINO",2,3701886,2,NA,"2016-12-16T20:47:05Z","gothenborg","2016-12-16",51,"Fishing","gothenborg",1
"541337",54.51795,18.54991,0,322,511,"CLASS B","PL",12,"WYSPA SZCZESCIA",9,316482,4,NA,"2016-12-17T02:19:07Z","gdynia","2016-12-17",51,"Pleasure","Gdynia",1
"1330836",57.69855,11.64053,0,0,511,"CLASS B","SE",12,"GG102 MAUDAN",2,324714,4,NA,"2016-12-19T10:17:05Z","gothenborg","2016-12-19",51,"Fishing","gothenborg",1
"2897223",59.86917,30.21983,0,181,307,"ST.PETERSBURG","LR",134,". PRINCE OF WAVES",7,757619,20,8039,"2016-12-16T17:09:04Z","st_petersburg","2016-12-16",51,"Cargo","St. Petersburg",1
"1882596",54.64837,19.90651,0,319,511,NA,"RU",64,"NADEZHNIY",3,4249081,8,NA,"2016-12-17T18:05:03Z","kalingrad","2016-12-17",51,"Tug","Kalingrad",1
"1861865",54.69192,20.24597,0,311,511,"CLASS B","RU",10,"JOKER",9,3110501,3,NA,"2016-12-15T18:35:03Z","kalingrad","2016-12-15",50,"Pleasure","Kalingrad",1
"1668026",57.7218,11.98094,0,0,56,"GOTENBURG","SE",17,"CHARLIE",3,3792435,6,NA,"2016-12-16T09:19:05Z","gothenborg","2016-12-16",51,"Tug","gothenborg",1
"1626113",57.73263,11.99474,0,0,511,"CLASS B","SE",25,"BJONN",3,3423103,8,NA,"2016-12-17T10:11:05Z","gothenborg","2016-12-17",51,"Tug","gothenborg",1
"1991496",55.71048,21.12268,0,321,323,"KLAIPEDA LIT","KN",114,"GRAND",7,402734,13,2863,"2016-12-17T07:31:06Z","klaipeda","2016-12-17",51,"Cargo","Klaipeda",1
"1434714",57.72544,11.9874,0,0,511,NA,"SE",24,"STORMCO",0,326642,12,NA,"2016-12-16T00:29:05Z","gothenborg","2016-12-16",51,"Unspecified","gothenborg",1
"1385805",57.70517,11.66092,0,275,511,"CLASS B","SE",12,"STORMFAGEL",9,325995,4,NA,"2016-12-16T12:43:05Z","gothenborg","2016-12-16",51,"Pleasure","gothenborg",1
"2360230",59.86633,30.22675,0,355,285,"BKR","RU",25,"BREST",3,346998,8,0,"2016-12-17T15:05:03Z","st_petersburg","2016-12-17",51,"Tug","St. Petersburg",1
"1773777",54.70023,20.46731,1,316,292,"KALININGRAD","NL",133,"DINTELBORG",7,258858,15,8867,"2016-12-13T22:31:03Z","kalingrad","2016-12-13",50,"Cargo","Kalingrad",1
"1647930",57.7208,11.97959,0,0,511,"CLASS B","SE",11,"LADY H",9,3689951,4,NA,"2016-12-19T07:59:06Z","gothenborg","2016-12-19",51,"Pleasure","gothenborg",1
"2619586",59.91916,30.25532,0,169,511,"X","RU",62,"SPK-1DMAG",3,350197,33,600,"2016-12-20T03:23:03Z","st_petersburg","2016-12-20",51,"Tug","St. Petersburg",1
"1130551",57.70718,11.95818,0,105,299,NA,"SE",32,"TRUBADUREN",6,322185,9,51,"2016-12-15T00:21:06Z","gothenborg","2016-12-15",50,"Passenger","gothenborg",1
"2457121",59.95638,30.26431,0,0,511,NA,"RU",36,"SPK-25",0,347868,18,NA,"2016-12-16T12:07:03Z","st_petersburg","2016-12-16",51,"Unspecified","St. Petersburg",1
"1217449",57.68112,11.64932,1,208,511,"CLASS B","SE",16,"TOOTIKI",9,323198,4,NA,"2016-12-17T18:29:06Z","gothenborg","2016-12-17",51,"Pleasure","gothenborg",1
"2530508",59.91052,30.23083,0,282,511,"ST.PETERSBURG","RU",130,"VIKING HELGI",6,349350,16,NA,"2016-12-14T13:19:04Z","st_petersburg","2016-12-14",50,"Passenger","St. Petersburg",1
"2378325",59.90115,30.10155,97,293,511,"SPB","RU",25,"GRIFON7",3,347042,9,120,"2016-12-18T19:07:03Z","st_petersburg","2016-12-18",51,"Tug","St. Petersburg",0
"357913",54.40178,18.71927,0,313,511,"CLASS B","PL",22,"STRAZAK 6",3,3851201,6,NA,"2016-12-17T02:49:02Z","gdansk","2016-12-17",51,"Tug","Gdańsk",1
"1056093",57.65348,11.80363,95,95,96,"GBG SODRA SKARGARD","SE",34,"YLVA",6,321593,8,50,"2016-12-20T07:37:05Z","gothenborg","2016-12-20",51,"Passenger","gothenborg",0
"2171606",59.91467,30.24984,0,269,265,"SAINT PETERSBURG","MT",173,"ATLANTIC RUNNER",7,284882,23,18731,"2016-12-18T16:33:04Z","st_petersburg","2016-12-18",51,"Cargo","St. Petersburg",1
"2383985",59.86668,30.22571,0,259,127,"S PETERBURG","RU",48,"SULA",8,347062,7,589,"2016-12-17T05:45:05Z","st_petersburg","2016-12-17",51,"Tanker","St. Petersburg",1
"1931429",55.69735,20.86,1,242,350,"KLAIPEDA","NL",134,"ZEALAND BEATRIX",7,271828,20,13005,"2016-12-15T02:21:07Z","klaipeda","2016-12-15",50,"Cargo","Klaipeda",1
"2886414",59.90633,30.22917,1,286,31,"SAINT-PETERSBURG","LR",150,"BALTIC PERFORMER",7,756187,22,10603,"2016-12-16T10:59:03Z","st_petersburg","2016-12-16",51,"Cargo","St. Petersburg",1
"1268363",57.65707,11.84599,0,0,511,"CLASS B","SE",16,"YANIKI IV",9,323838,5,NA,"2016-12-16T21:43:13Z","gothenborg","2016-12-16",51,"Pleasure","gothenborg",1
"1118707",57.69176,11.77032,0,0,511,"CLASS B","SE",22,"PENTA 80",9,322000,5,NA,"2016-12-19T15:27:05Z","gothenborg","2016-12-19",51,"Pleasure","gothenborg",1
"672760",54.41118,18.77667,0,0,511,NA,"PL",4,"P9 HYDRO METEO",1,850632,4,NA,"2016-12-17T01:05:07Z","gdynia","2016-12-17",51,"Navigation","Gdynia",1
"1010605",57.83051,12.00926,0,53,1,"VAENERN","SE",20,"ALVBJORN",3,321076,6,NA,"2016-12-19T22:39:05Z","gothenborg","2016-12-19",51,"Tug","gothenborg",1
"1944927",55.7031,21.12409,0,219,511,"8","LT",57,"LTU SAR SHIP SAKIAI",3,353212,11,390,"2016-12-16T12:53:06Z","klaipeda","2016-12-16",51,"Tug","Klaipeda",1
"1855106",54.69202,20.19614,1021,360,0,"SVETLIY","RU",22,"OLEG STRASHNOV",3,878185,8,65,"2016-12-17T02:31:03Z","kalingrad","2016-12-17",51,"Tug","Kalingrad",0
"1738054",57.73225,11.67255,0,0,336,"DAM","SE",14,"LAGUN",2,4610570,4,NA,"2016-12-17T04:01:05Z","gothenborg","2016-12-17",51,"Fishing","gothenborg",1
"1644659",57.72081,11.97964,0,0,511,"CLASS B","SE",11,"LADY H",9,3689951,4,NA,"2016-12-17T01:11:05Z","gothenborg","2016-12-17",51,"Pleasure","gothenborg",1
"2740060",59.87653,30.22298,0,112,511,"SPB","RU",60,"GOGLAND",8,350976,10,1621,"2016-12-15T17:23:04Z","st_petersburg","2016-12-15",50,"Tanker","St. Petersburg",1
"549712",54.53488,18.53633,0,240,122,"GDYNIA","PL",53,"KAPITAN POINC",3,316649,13,930,"2016-12-18T02:41:07Z","gdynia","2016-12-18",51,"Tug","Gdynia",1
"2199899",59.88615,30.21157,0,0,293,"SPB","RU",68,"SEMYON DEZHNEV",3,345244,18,1141,"2016-12-19T01:59:04Z","st_petersburg","2016-12-19",51,"Tug","St. Petersburg",1
"1862520",54.69195,20.24599,0,18,511,"CLASS B","RU",10,"JOKER",9,3110501,3,NA,"2016-12-16T16:37:02Z","kalingrad","2016-12-16",51,"Pleasure","Kalingrad",1
"481894",54.79757,18.41762,15,291,511,"WLADYSLAWOWO","PL",21,"WLA 116",2,315912,5,NA,"2016-12-19T06:25:09Z","gdynia","2016-12-19",51,"Fishing","Gdynia",0
"1678924",57.92968,11.60146,36,169,511,"DYRON NORTH","SE",10,"GG976 SVANFORS",2,4032661,4,NA,"2016-12-18T23:27:05Z","gothenborg","2016-12-18",51,"Fishing","gothenborg",0
"1035184",57.70987,11.96045,0,0,511,"CLASS B","SE",35,"NYA SKARGARDEN",6,321197,7,NA,"2016-12-19T22:33:08Z","gothenborg","2016-12-19",51,"Passenger","gothenborg",1
"1552275",57.68807,11.85991,0,271,271,"GOTHENBURG","SG",368,"MOL QUINTET",7,726043,51,150936,"2016-12-16T14:49:06Z","gothenborg","2016-12-16",51,"Cargo","gothenborg",1
"1605302",57.70536,11.95531,57,42,54,NA,"SE",34,"ALVFRIDA",6,2795623,8,NA,"2016-12-19T10:25:08Z","gothenborg","2016-12-19",51,"Passenger","gothenborg",0
"2198466",59.88603,30.21194,0,0,113,"SPB","RU",68,"SEMYON DEZHNEV",3,345244,18,1141,"2016-12-17T03:45:04Z","st_petersburg","2016-12-17",51,"Tug","St. Petersburg",1
"2256604",59.87285,30.20455,43,318,511,"SAINT-PETERSBURG","RU",25,"GRIFON 5",3,345825,9,112,"2016-12-16T23:23:04Z","st_petersburg","2016-12-16",51,"Tug","St. Petersburg",0
"149661",54.59802,18.79955,60,190,191,"WLADYSLAWOWO","PL",27,"WLA-291",2,315971,8,58,"2016-12-18T04:49:02Z","gdansk","2016-12-18",51,"Fishing","Gdańsk",0
"1598393",57.72005,11.97628,0,8,511,"GOTEBORG  C","SE",20,"FROG TAURUS",3,2312999,6,NA,"2016-12-19T04:57:05Z","gothenborg","2016-12-19",51,"Tug","gothenborg",1
"154596",54.46358,18.94436,16,132,135,"HEL","PL",27,"HEL-152",2,316004,8,126,"2016-12-19T10:33:02Z","gdansk","2016-12-19",51,"Fishing","Gdańsk",0
"656169",54.53175,18.53875,0,254,238,"GDYNIA","MH",225,"GENCO THUNDER",7,712201,32,76000,"2016-12-14T00:43:07Z","gdynia","2016-12-14",50,"Cargo","Gdynia",1
"1858569",54.6345,19.90553,93,240,242,"BALTISK","RU",25,"RB-413",3,1414412,8,NA,"2016-12-14T10:55:03Z","kalingrad","2016-12-14",50,"Tug","Kalingrad",0
"1863779",54.68919,20.38297,0,107,511,"CLASS B","RU",22,"NADEZHDA",3,3532420,6,NA,"2016-12-14T17:55:02Z","kalingrad","2016-12-14",50,"Tug","Kalingrad",1
"2506455",59.91217,30.23826,3,14,29,"SPB","RU",43,"DMITRY SIROTKIN",3,348645,10,266,"2016-12-13T17:57:06Z","st_petersburg","2016-12-13",50,"Tug","St. Petersburg",1
"331134",54.53392,18.66384,0,0,511,NA,"PL",2,"BY GD",1,850644,2,NA,"2016-12-16T15:33:02Z","gdansk","2016-12-16",51,"Navigation","Gdańsk",1
"2866271",59.86784,30.22269,0,267,309,"ST.PETERBURG","LR",152,"ZENIT",7,754206,23,12848,"2016-12-14T20:43:04Z","st_petersburg","2016-12-14",50,"Cargo","St. Petersburg",1
"1996354",55.69363,21.13349,0,192,338,"LT KLJ","PA",179,"PACIFIC CALM",7,411868,29,38123,"2016-12-15T16:35:07Z","klaipeda","2016-12-15",50,"Cargo","Klaipeda",1
"606167",54.54141,18.52988,0,0,267,"GDYNIA","AG",89,"FRANCISCA",7,363336,12,3452,"2016-12-20T03:15:06Z","gdynia","2016-12-20",51,"Cargo","Gdynia",1
"1359949",57.71139,11.94912,0,169,199,"CLASS B","SE",19,"BLUE ADVENTURE",9,325070,5,NA,"2016-12-18T20:21:04Z","gothenborg","2016-12-18",51,"Pleasure","gothenborg",1
"461074",54.52044,18.55029,0,127,85,"GDYNIA","PL",22,"TUCANA",3,315719,6,NA,"2016-12-17T01:09:09Z","gdynia","2016-12-17",51,"Tug","Gdynia",1
"1834002",54.692,20.41883,0,209,82,"KALININGRAD","RU",80,"SALTSTRAUM",8,348898,13,2533,"2016-12-14T15:59:02Z","kalingrad","2016-12-14",50,"Tanker","Kalingrad",1
"1965924",55.66437,21.14905,0,177,73,"KLAIPEDA","LT",24,"LOTAS",3,353637,6,NA,"2016-12-16T12:19:07Z","klaipeda","2016-12-16",51,"Tug","Klaipeda",1
"2244490",59.86553,30.22851,0,342,511,"SANKT-PETERBURG","RU",132,"TAYMEN",8,345788,17,NA,"2016-12-13T14:39:03Z","st_petersburg","2016-12-13",50,"Tanker","St. Petersburg",1
"1654206",57.9297,11.60298,0,315,511,"DYRON","SE",10,"LIZ",2,3711966,4,NA,"2016-12-15T05:19:05Z","gothenborg","2016-12-15",50,"Fishing","gothenborg",1
"1216771",57.68116,11.64929,0,310,511,"CLASS B","SE",16,"TOOTIKI",9,323198,4,NA,"2016-12-16T19:51:05Z","gothenborg","2016-12-16",51,"Pleasure","gothenborg",1
"1328523",57.69853,11.64057,0,0,511,"CLASS B","SE",12,"GG102 MAUDAN",2,324714,4,NA,"2016-12-15T23:05:05Z","gothenborg","2016-12-15",50,"Fishing","gothenborg",1
"2760550",59.87673,30.22069,0,260,323,"SAINT-PETERSBURG","RU",115,"KAP.PONIKAROVSKIY",8,351041,17,5450,"2016-12-19T12:25:03Z","st_petersburg","2016-12-19",51,"Tanker","St. Petersburg",1
"794272",57.68744,11.89448,0,284,125,"TUG OPS WESTCOAST","FO",37,"SVITZER ODEN",3,182384,14,170,"2016-12-17T23:43:06Z","gothenborg","2016-12-17",51,"Tug","gothenborg",1
"1578103",57.68217,11.87179,0,0,97,NA,"SE",16,"PILOT 218 SE",3,1123136,5,NA,"2016-12-18T21:51:05Z","gothenborg","2016-12-18",51,"Tug","gothenborg",1
"1655285",57.92972,11.60303,0,323,511,"DYRON","SE",10,"LIZ",2,3711966,4,NA,"2016-12-16T17:29:06Z","gothenborg","2016-12-16",51,"Fishing","gothenborg",1
"1417907",57.69055,11.87038,0,198,198,"LDY GB","SE",146,"PROSPERO",8,326491,22,18119,"2016-12-15T16:01:09Z","gothenborg","2016-12-15",50,"Tanker","gothenborg",1
"800019",57.68722,11.89514,0,76,124,"GOTHENBURG","FO",32,"SVITZER TYR",3,182387,13,325,"2016-12-16T04:02:20Z","gothenborg","2016-12-16",51,"Tug","gothenborg",1
"2229417",59.88226,30.19494,1,0,88,"SPB","RU",141,"KAPITAN SOROKIN",3,345312,31,5138,"2016-12-16T15:09:04Z","st_petersburg","2016-12-16",51,"Tug","St. Petersburg",1
"322135",54.4429,18.96159,0,0,511,NA,"PL",2,"BY ZS",0,850637,2,NA,"2016-12-17T10:15:02Z","gdansk","2016-12-17",51,"Unspecified","Gdańsk",1
"580361",54.52031,18.55016,0,0,511,"CLASS B","PL",43,"ZAWISZA CZARNY",9,317163,8,NA,"2016-12-18T09:41:07Z","gdynia","2016-12-18",51,"Pleasure","Gdynia",1
"2609455",59.91916,30.26155,0,0,511,"ST.PETERSBURG","RU",56,"PL 2",7,350158,13,318,"2016-12-15T16:47:03Z","st_petersburg","2016-12-15",50,"Cargo","St. Petersburg",1
"1602101",57.70285,11.94473,104,95,92,NA,"SE",34,"ALVFRIDA",6,2795623,8,NA,"2016-12-15T15:07:08Z","gothenborg","2016-12-15",50,"Passenger","gothenborg",0
"755781",57.69141,11.87089,0,128,198,"SE GOT","DK",141,"TERNVAG",8,156111,21,14796,"2016-12-18T00:43:05Z","gothenborg","2016-12-18",51,"Tanker","gothenborg",1
"170427",54.60011,18.80338,0,335,511,"HEL","PL",24,"JAS 76",2,316086,6,55,"2016-12-13T20:51:02Z","gdansk","2016-12-13",50,"Fishing","Gdańsk",1
"2375363",59.87829,30.23762,0,0,511,"SPB","RU",25,"GRIFON7",3,347042,9,120,"2016-12-16T09:17:04Z","st_petersburg","2016-12-16",51,"Tug","St. Petersburg",1
"1733780",57.74984,11.65436,0,175,511,"CLASS B","SE",10,"DAISY",9,4561378,4,NA,"2016-12-17T17:21:05Z","gothenborg","2016-12-17",51,"Pleasure","gothenborg",1
"2252535",59.86553,30.22851,0,342,511,"SANKT-PETERBURG","RU",132,"TAYMEN",8,345788,17,NA,"2016-12-19T12:47:03Z","st_petersburg","2016-12-19",51,"Tanker","St. Petersburg",1
"3003312",59.91426,30.24154,0,349,86,"RU LED","PA",179,"PRINCESSE OUI",7,3412946,28,33375,"2016-12-15T20:33:04Z","st_petersburg","2016-12-15",50,"Cargo","St. Petersburg",1
"1872904",54.68867,20.21181,0,320,93,"RU KGD","LR",175,"AFRICAN MAGNOLIA",7,3711215,27,28345,"2016-12-19T22:15:03Z","kalingrad","2016-12-19",51,"Cargo","Kalingrad",1
"252428",54.36462,18.66693,0,60,8,"KLAIPEDA","LV",64,"LIVA GRETA",7,352321,10,1280,"2016-12-15T12:29:02Z","gdansk","2016-12-15",50,"Cargo","Gdańsk",1
"1673618",57.64368,11.85606,94,76,73,"GOTEBORG","DK",21,"RESCUER AMBULANCE",3,3802847,8,NA,"2016-12-19T23:15:07Z","gothenborg","2016-12-19",51,"Tug","gothenborg",0
"703252",54.61354,18.78921,0,166,112,"SAR ON DUTY","PL",36,"SZTORM",3,3434504,8,70,"2016-12-16T11:05:07Z","gdynia","2016-12-16",51,"Tug","Gdynia",1
"2304217",59.89387,30.22026,0,0,35,"ST.PETERSBURG","RU",119,"SORMOVSKIY-3056",7,346077,13,3804,"2016-12-17T00:17:05Z","st_petersburg","2016-12-17",51,"Cargo","St. Petersburg",1
"607192",54.40319,18.67554,0,302,99,"GDANSK","AG",81,"RMS RAHM",7,364258,11,2500,"2016-12-15T08:37:07Z","gdynia","2016-12-15",50,"Cargo","Gdynia",1
"1434658",57.72543,11.98738,0,0,511,NA,"SE",24,"STORMCO",0,326642,12,NA,"2016-12-15T23:33:05Z","gothenborg","2016-12-15",50,"Unspecified","gothenborg",1
"1877820",54.63596,19.92075,0,20,68,"GAVLE","HK",177,"DELPHIS BOTHNIA",7,4133526,30,24700,"2016-12-19T22:33:03Z","kalingrad","2016-12-19",51,"Cargo","Kalingrad",1
"2297347",59.91293,30.24338,0,0,511,"GULF OF FINLAND","RU",78,"KAPITAN PLAKHIN",3,346057,16,258,"2016-12-17T06:39:05Z","st_petersburg","2016-12-17",51,"Tug","St. Petersburg",1
"2366212",59.9146,30.25963,0,318,511,"CLASS B","RU",16,"KONSTANTIN",3,347019,4,NA,"2016-12-15T20:45:03Z","st_petersburg","2016-12-15",50,"Tug","St. Petersburg",1
"2293663",59.91294,30.24332,0,0,511,"GULF OF FINLAND","RU",78,"KAPITAN PLAKHIN",3,346057,16,258,"2016-12-14T17:05:03Z","st_petersburg","2016-12-14",50,"Tug","St. Petersburg",1
"1717593",57.70719,11.94985,0,0,511,NA,"SE",12,"PURE ORANGE",0,4342553,3,NA,"2016-12-17T21:13:08Z","gothenborg","2016-12-17",51,"Unspecified","gothenborg",1
"2974893",59.91244,30.04861,0,0,511,NA,"RU",0,"36",1,2288513,0,NA,"2016-12-18T08:13:03Z","st_petersburg","2016-12-18",51,"Navigation","St. Petersburg",1
"2240988",59.88914,30.20924,0,0,120,"SPB","RU",135,"ERMAK",3,345344,26,7560,"2016-12-18T02:09:04Z","st_petersburg","2016-12-18",51,"Tug","St. Petersburg",1
"1125213",57.71287,11.69005,0,300,266,"BJORKO VARHOLMEN","SE",64,"VIVI",6,322167,14,170,"2016-12-19T04:39:05Z","gothenborg","2016-12-19",51,"Passenger","gothenborg",1
"863539",57.69,11.84583,0,151,8,"DKAAR","PT",138,"ANNAMARIE",7,300161,21,8720,"2016-12-15T20:17:09Z","gothenborg","2016-12-15",50,"Cargo","gothenborg",1
"2367262",59.91463,30.25967,0,316,511,"CLASS B","RU",16,"KONSTANTIN",3,347019,4,NA,"2016-12-16T14:15:03Z","st_petersburg","2016-12-16",51,"Tug","St. Petersburg",1
"1849177",54.63532,19.90763,37,50,239,"BALTIYSK","RU",28,"RB-394",3,351107,8,NA,"2016-12-16T17:03:02Z","kalingrad","2016-12-16",51,"Tug","Kalingrad",0
"2572514",59.91144,30.22767,0,0,8,"SPB","RU",65,"NEVA LUX",8,349961,10,1256,"2016-12-19T01:17:03Z","st_petersburg","2016-12-19",51,"Tanker","St. Petersburg",1
"1441966",57.68112,11.90571,0,193,511,"STATIC","SE",0,"RAMANTENN",0,326665,0,NA,"2016-12-14T11:49:08Z","gothenborg","2016-12-14",50,"Unspecified","gothenborg",1
"2068862",59.93667,30.22583,0,0,0,"NaN","RU",0,"VTS 2734492",0,24369,0,NA,"2016-12-16T07:53:03Z","st_petersburg","2016-12-16",51,"Unspecified","St. Petersburg",1
"2692138",59.91253,30.24189,0,0,511,"SANKT PETERSBURG","RU",73,"KAPITAN ZARUBIN",3,350708,16,262,"2016-12-18T13:25:03Z","st_petersburg","2016-12-18",51,"Tug","St. Petersburg",1
"2035733",55.69946,21.12777,1,234,323,"KLAIPEDA","LT",28,"TAK-10",3,3483512,10,443,"2016-12-17T09:57:06Z","klaipeda","2016-12-17",51,"Tug","Klaipeda",1
"1497933",57.70687,11.67385,71,156,164,"TANANGER","SE",17,"GLITTFORS",2,327052,4,NA,"2016-12-13T21:19:05Z","gothenborg","2016-12-13",50,"Fishing","gothenborg",0
"33471",54.5345,18.8415,22,42,41,"CLASS B","GB",16,"EILEEN MCLOUGHLIN",3,201104,6,NA,"2016-12-14T13:37:02Z","gdansk","2016-12-14",50,"Tug","Gdańsk",0
"2667164",59.91262,30.2453,0,33,511,"ST PETERSBURG","RU",42,"DON",8,350589,11,779,"2016-12-19T23:37:04Z","st_petersburg","2016-12-19",51,"Tanker","St. Petersburg",1
"573035",54.52483,18.55026,2,9,61,"GDYNIA","PL",35,"ORP ZBYSZKO",3,316982,8,NA,"2016-12-15T18:19:08Z","gdynia","2016-12-15",50,"Tug","Gdynia",1
"1499953",57.70057,11.91895,1,169,511,"GOTEBORG","SE",40,"GOTHEBORG",3,327132,11,166,"2016-12-13T19:15:08Z","gothenborg","2016-12-13",50,"Tug","gothenborg",1
"2650571",59.86776,30.21998,2,302,297,"SPB","RU",33,"MERKURIY",3,350530,10,89,"2016-12-16T04:27:05Z","st_petersburg","2016-12-16",51,"Tug","St. Petersburg",1
"2581961",59.90637,30.22065,0,0,511,"CLASS B","RU",30,"BALTIETS",3,350026,6,NA,"2016-12-15T14:37:04Z","st_petersburg","2016-12-15",50,"Tug","St. Petersburg",1
"881341",57.71555,11.95787,1,265,19,"MR FISH","SE",65,"POLAR",2,310529,9,0,"2016-12-18T01:09:07Z","gothenborg","2016-12-18",51,"Fishing","gothenborg",1
"659312",54.5355,18.52117,0,286,237,"PL GDY","MT",103,"TRANS HOLM",8,728871,16,6046,"2016-12-15T15:11:08Z","gdynia","2016-12-15",50,"Tanker","Gdynia",1
"319985",54.44279,18.96175,0,0,0,NA,"PL",2,"BY ZS",0,850637,2,NA,"2016-12-14T10:35:02Z","gdansk","2016-12-14",50,"Unspecified","Gdańsk",1
"864213",57.69032,11.8892,0,1,195,"SE GOT","MT",74,"B GAS CHAMPION",8,302841,14,2347,"2016-12-19T05:03:05Z","gothenborg","2016-12-19",51,"Tanker","gothenborg",1
"561743",54.52156,18.54988,0,306,511,NA,"PL",32,"FRANEK ZUBRZYCKI",2,316934,6,100,"2016-12-15T04:51:07Z","gdynia","2016-12-15",50,"Fishing","Gdynia",1
"1643734",57.72083,11.97959,0,0,511,"CLASS B","SE",11,"LADY H",9,3689951,4,NA,"2016-12-16T09:31:05Z","gothenborg","2016-12-16",51,"Pleasure","gothenborg",1
"2396254",59.88173,30.22529,0,0,73,"ST.PETERSBURG","RU",89,"SERDOLIK",7,347186,14,5026,"2016-12-14T20:33:04Z","st_petersburg","2016-12-14",50,"Cargo","St. Petersburg",1
"1882626",54.64837,19.90651,0,307,511,NA,"RU",64,"NADEZHNIY",3,4249081,8,NA,"2016-12-17T19:05:02Z","kalingrad","2016-12-17",51,"Tug","Kalingrad",1
"2964550",59.91144,30.04795,0,0,511,NA,"RU",0,"35",1,2288508,0,NA,"2016-12-17T17:47:03Z","st_petersburg","2016-12-17",51,"Navigation","St. Petersburg",1
"2773826",59.86836,30.21743,0,175,511,"SAINT PETERSBURG","RU",25,"ALBATROSS",2,352381,6,36,"2016-12-15T10:17:04Z","st_petersburg","2016-12-15",50,"Fishing","St. Petersburg",1
"1548556",57.68822,11.85614,0,4,271,"SEGOT","PA",207,"NEWYORKER",7,420754,30,32299,"2016-12-19T08:17:05Z","gothenborg","2016-12-19",51,"Cargo","gothenborg",1
"682153",54.53042,18.52858,0,0,238,"GDYNIA","PL",26,"FAIRPLAY IV",3,917997,8,0,"2016-12-17T03:41:06Z","gdynia","2016-12-17",51,"Tug","Gdynia",1
"2879848",59.86858,30.22142,1,338,130,"ST PETERSBURG","LR",150,"BALTIC PATRIOT",7,756186,22,10621,"2016-12-18T07:51:04Z","st_petersburg","2016-12-18",51,"Cargo","St. Petersburg",1
"1048109",57.70468,11.93931,0,343,250,"STYRSOBOLAGET FERRY","SE",32,"ALVSNABBEN 3",6,321589,8,NA,"2016-12-16T18:43:06Z","gothenborg","2016-12-16",51,"Passenger","gothenborg",1
"2150047",59.88828,30.23099,0,14,35,"GDANSK","GI",103,"ORAKAI",8,206618,16,6886,"2016-12-18T11:09:03Z","st_petersburg","2016-12-18",51,"Tanker","St. Petersburg",1
"2290924",59.88537,30.18311,68,232,208,"SPB","RU",25,"MOSCHNYI",3,346047,8,110,"2016-12-19T08:01:03Z","st_petersburg","2016-12-19",51,"Tug","St. Petersburg",0
"742298",57.70731,11.66058,0,226,22,"UST LUGA","DE",37,"VICTORIA",2,151978,10,250,"2016-12-17T15:51:05Z","gothenborg","2016-12-17",51,"Fishing","gothenborg",1
"1302058",57.69193,11.90983,1,33,511,"CLASS B","SE",10,"BOATMAN 9",3,324470,4,NA,"2016-12-19T13:07:13Z","gothenborg","2016-12-19",51,"Tug","gothenborg",1
"1028666",57.7098,11.96047,0,0,511,"CLASS B","SE",35,"NYA SKARGARDEN",6,321197,7,NA,"2016-12-14T19:23:05Z","gothenborg","2016-12-14",50,"Passenger","gothenborg",1
"3031022",59.87419,30.20608,0,0,136,"SAINT-PETERSBURG","RU",119,"MURMANSK",3,3611326,28,5048,"2016-12-15T20:55:03Z","st_petersburg","2016-12-15",50,"Tug","St. Petersburg",1
"920076",57.70437,11.93906,1,200,334,"LONGYEARBYEN","SE",39,"ORIGO",6,320177,8,0,"2016-12-15T15:09:06Z","gothenborg","2016-12-15",50,"Passenger","gothenborg",1
"1607994",57.70673,11.663,1,192,511,"MALARTRAFIK","SE",29,"HAVSORNEN",6,3351571,5,NA,"2016-12-15T13:23:05Z","gothenborg","2016-12-15",50,"Passenger","gothenborg",1
"1058620",57.66152,11.84202,0,98,139,"GBG SODRA SKARGARD","SE",36,"VIPAN",6,321595,7,42,"2016-12-15T16:13:06Z","gothenborg","2016-12-15",50,"Passenger","gothenborg",1
"2921591",59.87129,30.20696,1,337,315,"ST.PETERSBURG V KIEL","LR",169,"BARMBEK",7,758658,27,15956,"2016-12-16T18:19:04Z","st_petersburg","2016-12-16",51,"Cargo","St. Petersburg",1
"1803529",54.69156,20.18684,0,239,511,"BALTIYSK","RU",26,"TORNADO",3,347113,8,60,"2016-12-18T19:05:02Z","kalingrad","2016-12-18",51,"Tug","Kalingrad",1
"1023230",57.69924,11.67031,60,226,236,"HONO-VARHOLMEN-HONO","SE",90,"GOTA",6,321092,15,820,"2016-12-20T00:23:06Z","gothenborg","2016-12-20",51,"Passenger","gothenborg",0
"2659801",59.91265,30.24525,0,138,511,"ST PETERSBURG","RU",42,"DON",8,350589,11,779,"2016-12-14T20:13:05Z","st_petersburg","2016-12-14",50,"Tanker","St. Petersburg",1
"2725406",59.91178,30.24539,0,194,511,"CLASS B","RU",20,"BGK-326 RIF",3,350957,4,NA,"2016-12-18T12:01:04Z","st_petersburg","2016-12-18",51,"Tug","St. Petersburg",1
